SKU Code,Design No.,Stock,Category,Size,Color
NW007-ST-CP-XS,NW007,24.0,NIGHT WEAR,XS,WHITE
NW007-ST-CP-XXL,NW007,18.0,NIGHT WEAR,XXL,WHITE
NW007-ST-CP-XXXL,NW007,8.0,NIGHT WEAR,XXXL,WHITE
NW008-ST-CP-L,NW008,28.0,NIGHT WEAR,L,OFF WHITE
NW008-ST-CP-M,NW008,51.0,NIGHT WEAR,M,OFF WHITE
NW008-ST-CP-S,NW008,41.0,NIGHT WEAR,S,OFF WHITE
NW008-ST-CP-XL,NW008,58.0,NIGHT WEAR,XL,OFF WHITE
NW008-ST-CP-XS,NW008,26.0,NIGHT WEAR,XS,OFF WHITE
NW008-ST-CP-XXL,NW008,43.0,NIGHT WEAR,XXL,OFF WHITE
NW008-ST-CP-XXXL,NW008,29.0,NIGHT WEAR,XXXL,OFF WHITE
NW009-ST-CP-L,NW009,11.0,NIGHT WEAR,L,TURQUOISE
NW009-ST-CP-M,NW009,7.0,NIGHT WEAR,M,TURQUOISE
NW009-ST-CP-S,NW009,18.0,NIGHT WEAR,S,TURQUOISE
NW009-ST-CP-XL,NW009,12.0,NIGHT WEAR,XL,TURQUOISE
NW009-ST-CP-XS,NW009,16.0,NIGHT WEAR,XS,TURQUOISE
NW009-ST-CP-XXL,NW009,5.0,NIGHT WEAR,XXL,TURQUOISE
NW009-ST-CP-XXXL,NW009,2.0,NIGHT WEAR,XXXL,TURQUOISE
NW012-TP-PJ-L,NW012,2.0,NIGHT WEAR,L,GREEN
NW012-TP-PJ-M,NW012,5.0,NIGHT WEAR,M,GREEN
NW012-TP-PJ-S,NW012,3.0,NIGHT WEAR,S,GREEN
NW012-TP-PJ-XL,NW012,4.0,NIGHT WEAR,XL,GREEN
NW012-TP-PJ-XS,NW012,9.0,NIGHT WEAR,XS,GREEN
NW012-TP-PJ-XXL,NW012,4.0,NIGHT WEAR,XXL,GREEN
NW012-TP-PJ-XXXL,NW012,2.0,NIGHT WEAR,XXXL,GREEN
NW013-ST-SR-L,NW013,11.0,NIGHT WEAR,L,TURQUOISE
NW013-ST-SR-M,NW013,12.0,NIGHT WEAR,M,TURQUOISE
NW013-ST-SR-S,NW013,13.0,NIGHT WEAR,S,TURQUOISE
NW013-ST-SR-XL,NW013,33.0,NIGHT WEAR,XL,TURQUOISE
NW013-ST-SR-XS,NW013,6.0,NIGHT WEAR,XS,TURQUOISE
NW013-ST-SR-XXL,NW013,18.0,NIGHT WEAR,XXL,TURQUOISE
NW013-ST-SR-XXXL,NW013,2.0,NIGHT WEAR,XXXL,TURQUOISE
NW014-ST-SR-L,NW014,8.0,NIGHT WEAR,L,BLUE
NW014-ST-SR-M,NW014,44.0,NIGHT WEAR,M,BLUE
NW014-ST-SR-S,NW014,9.0,NIGHT WEAR,S,BLUE
NW014-ST-SR-XL,NW014,22.0,NIGHT WEAR,XL,BLUE
NW014-ST-SR-XS,NW014,25.0,NIGHT WEAR,XS,BLUE
NW014-ST-SR-XXL,NW014,26.0,NIGHT WEAR,XXL,BLUE
NW014-ST-SR-XXXL,NW014,23.0,NIGHT WEAR,XXXL,BLUE
NW015-TP-PJ-L,NW015,2.0,NIGHT WEAR,L,GREY
NW015-TP-PJ-M,NW015,3.0,NIGHT WEAR,M,GREY
NW015-TP-PJ-S,NW015,20.0,NIGHT WEAR,S,GREY
NW015-TP-PJ-XL,NW015,2.0,NIGHT WEAR,XL,GREY
NW015-TP-PJ-XS,NW015,42.0,NIGHT WEAR,XS,GREY
NW015-TP-PJ-XXL,NW015,6.0,NIGHT WEAR,XXL,GREY
NW015-TP-PJ-XXXL,NW015,2.0,NIGHT WEAR,XXXL,GREY
NW016-ST-SR-L,NW016,8.0,NIGHT WEAR,L,WHITE
NW016-ST-SR-M,NW016,2.0,NIGHT WEAR,M,WHITE
NW016-ST-SR-S,NW016,4.0,NIGHT WEAR,S,WHITE
NW016-ST-SR-XL,NW016,7.0,NIGHT WEAR,XL,WHITE
NW016-ST-SR-XS,NW016,5.0,NIGHT WEAR,XS,WHITE
NW016-ST-SR-XXL,NW016,16.0,NIGHT WEAR,XXL,WHITE
NW016-ST-SR-XXXL,NW016,25.0,NIGHT WEAR,XXXL,WHITE
NW020-ST-SR-L,NW020,2.0,NIGHT WEAR,L,PEACH
NW020-ST-SR-M,NW020,2.0,NIGHT WEAR,M,PEACH
NW020-ST-SR-S,NW020,3.0,NIGHT WEAR,S,PEACH
NW020-ST-SR-XL,NW020,6.0,NIGHT WEAR,XL,PEACH
NW020-ST-SR-XS,NW020,3.0,NIGHT WEAR,XS,PEACH
NW020-ST-SR-XXL,NW020,9.0,NIGHT WEAR,XXL,PEACH
NW020-ST-SR-XXXL,NW020,9.0,NIGHT WEAR,XXXL,PEACH
NW022-TP-PJ-L,NW022,2.0,NIGHT WEAR,L,BLUE
NW022-TP-PJ-M,NW022,3.0,NIGHT WEAR,M,BLUE
NW022-TP-PJ-S,NW022,2.0,NIGHT WEAR,S,BLUE
NW022-TP-PJ-XL,NW022,3.0,NIGHT WEAR,XL,BLUE
NW022-TP-PJ-XS,NW022,7.0,NIGHT WEAR,XS,BLUE
NW022-TP-PJ-XXL,NW022,11.0,NIGHT WEAR,XXL,BLUE
NW022-TP-PJ-XXXL,NW022,2.0,NIGHT WEAR,XXXL,BLUE
NW023-ST-SR-L,NW023,32.0,NIGHT WEAR,L,BLUE
NW023-ST-SR-M,NW023,33.0,NIGHT WEAR,M,BLUE
NW023-ST-SR-S,NW023,36.0,NIGHT WEAR,S,BLUE
NW023-ST-SR-XL,NW023,41.0,NIGHT WEAR,XL,BLUE
NW023-ST-SR-XS,NW023,45.0,NIGHT WEAR,XS,BLUE
NW023-ST-SR-XXL,NW023,37.0,NIGHT WEAR,XXL,BLUE
NW023-ST-SR-XXXL,NW023,29.0,NIGHT WEAR,XXXL,BLUE
NW024-TP-PJ-L,NW024,2.0,NIGHT WEAR,L,BLUE
NW024-TP-PJ-M,NW024,1.0,NIGHT WEAR,M,BLUE
NW024-TP-PJ-S,NW024,8.0,NIGHT WEAR,S,BLUE
NW024-TP-PJ-XL,NW024,3.0,NIGHT WEAR,XL,BLUE
NW024-TP-PJ-XS,NW024,29.0,NIGHT WEAR,XS,BLUE
NW024-TP-PJ-XXL,NW024,4.0,NIGHT WEAR,XXL,BLUE
NW024-TP-PJ-XXXL,NW024,2.0,NIGHT WEAR,XXXL,BLUE
NW027-TP-PJ-L,NW027,2.0,NIGHT WEAR,L,PINK
NW027-TP-PJ-M,NW027,3.0,NIGHT WEAR,M,PINK
NW027-TP-PJ-S,NW027,3.0,NIGHT WEAR,S,PINK
NW027-TP-PJ-XL,NW027,2.0,NIGHT WEAR,XL,PINK
NW027-TP-PJ-XS,NW027,7.0,NIGHT WEAR,XS,PINK
NW027-TP-PJ-XXL,NW027,10.0,NIGHT WEAR,XXL,PINK
NW027-TP-PJ-XXXL,NW027,2.0,NIGHT WEAR,XXXL,PINK
NW028-TP-PJ-L,NW028,1.0,NIGHT WEAR,L,GREY
NW028-TP-PJ-M,NW028,9.0,NIGHT WEAR,M,GREY
NW028-TP-PJ-S,NW028,23.0,NIGHT WEAR,S,GREY
NW028-TP-PJ-XL,NW028,5.0,NIGHT WEAR,XL,GREY
NW028-TP-PJ-XS,NW028,30.0,NIGHT WEAR,XS,GREY
NW028-TP-PJ-XXL,NW028,4.0,NIGHT WEAR,XXL,GREY
NW028-TP-PJ-XXXL,NW028,2.0,NIGHT WEAR,XXXL,GREY
NW029-ST-SR-L,NW029,7.0,NIGHT WEAR,L,GREY
NW029-ST-SR-M,NW029,1.0,NIGHT WEAR,M,GREY
NW029-ST-SR-S,NW029,3.0,NIGHT WEAR,S,GREY
NW029-ST-SR-XL,NW029,24.0,NIGHT WEAR,XL,GREY
NW029-ST-SR-XS,NW029,27.0,NIGHT WEAR,XS,GREY
NW029-ST-SR-XXL,NW029,26.0,NIGHT WEAR,XXL,GREY
NW029-ST-SR-XXXL,NW029,8.0,NIGHT WEAR,XXXL,GREY
NW030-TP-PJ-L,NW030,4.0,NIGHT WEAR,L,LIGHT PINK
NW030-TP-PJ-M,NW030,2.0,NIGHT WEAR,M,LIGHT PINK
NW030-TP-PJ-S,NW030,4.0,NIGHT WEAR,S,LIGHT PINK
NW030-TP-PJ-XL,NW030,2.0,NIGHT WEAR,XL,LIGHT PINK
NW030-TP-PJ-XS,NW030,18.0,NIGHT WEAR,XS,LIGHT PINK
NW030-TP-PJ-XXL,NW030,3.0,NIGHT WEAR,XXL,LIGHT PINK
NW030-TP-PJ-XXXL,NW030,3.0,NIGHT WEAR,XXXL,LIGHT PINK
NW031-TP-PJ-L,NW031,2.0,NIGHT WEAR,L,CREAM
NW031-TP-PJ-M,NW031,3.0,NIGHT WEAR,M,CREAM
NW031-TP-PJ-S,NW031,26.0,NIGHT WEAR,S,CREAM
NW031-TP-PJ-XL,NW031,3.0,NIGHT WEAR,XL,CREAM
NW031-TP-PJ-XS,NW031,41.0,NIGHT WEAR,XS,CREAM
NW031-TP-PJ-XXL,NW031,3.0,NIGHT WEAR,XXL,CREAM
NW031-TP-PJ-XXXL,NW031,2.0,NIGHT WEAR,XXXL,CREAM
NW032-ST-CP-L,NW032,19.0,NIGHT WEAR,L,WHITE
NW032-ST-CP-M,NW032,24.0,NIGHT WEAR,M,WHITE
NW032-ST-CP-S,NW032,21.0,NIGHT WEAR,S,WHITE
NW032-ST-CP-XL,NW032,24.0,NIGHT WEAR,XL,WHITE
NW032-ST-CP-XS,NW032,17.0,NIGHT WEAR,XS,WHITE
NW032-ST-CP-XXL,NW032,14.0,NIGHT WEAR,XXL,WHITE
NW032-ST-CP-XXXL,NW032,7.0,NIGHT WEAR,XXXL,WHITE
NW033-ST-CP-L,NW033,30.0,NIGHT WEAR,L,YELLOW
NW033-ST-CP-M,NW033,25.0,NIGHT WEAR,M,YELLOW
NW033-ST-CP-S,NW033,30.0,NIGHT WEAR,S,YELLOW
NW033-ST-CP-XL,NW033,22.0,NIGHT WEAR,XL,YELLOW
NW033-ST-CP-XS,NW033,19.0,NIGHT WEAR,XS,YELLOW
NW033-ST-CP-XXL,NW033,22.0,NIGHT WEAR,XXL,YELLOW
NW033-ST-CP-XXXL,NW033,19.0,NIGHT WEAR,XXXL,YELLOW
NW034-TP-PJ-L,NW034,2.0,NIGHT WEAR,L,PEACH
NW034-TP-PJ-M,NW034,2.0,NIGHT WEAR,M,PEACH
NW034-TP-PJ-S,NW034,3.0,NIGHT WEAR,S,PEACH
NW034-TP-PJ-XL,NW034,2.0,NIGHT WEAR,XL,PEACH
NW034-TP-PJ-XS,NW034,7.0,NIGHT WEAR,XS,PEACH
NW034-TP-PJ-XXL,NW034,6.0,NIGHT WEAR,XXL,PEACH
NW034-TP-PJ-XXXL,NW034,3.0,NIGHT WEAR,XXXL,PEACH
NW035-ST-CP-L,NW035,14.0,NIGHT WEAR,L,GREY
NW035-ST-CP-M,NW035,6.0,NIGHT WEAR,M,GREY
NW035-ST-CP-S,NW035,13.0,NIGHT WEAR,S,GREY
NW035-ST-CP-XL,NW035,18.0,NIGHT WEAR,XL,GREY
NW035-ST-CP-XS,NW035,9.0,NIGHT WEAR,XS,GREY
NW035-ST-CP-XXL,NW035,20.0,NIGHT WEAR,XXL,GREY
NW035-ST-CP-XXXL,NW035,6.0,NIGHT WEAR,XXXL,GREY
NW036-ST-SR-L,NW036,24.0,NIGHT WEAR,L,WHITE
NW036-ST-SR-M,NW036,21.0,NIGHT WEAR,M,WHITE
NW036-ST-SR-S,NW036,11.0,NIGHT WEAR,S,WHITE
NW036-ST-SR-XL,NW036,18.0,NIGHT WEAR,XL,WHITE
NW036-ST-SR-XS,NW036,19.0,NIGHT WEAR,XS,WHITE
NW036-ST-SR-XXL,NW036,20.0,NIGHT WEAR,XXL,WHITE
NW036-ST-SR-XXXL,NW036,13.0,NIGHT WEAR,XXXL,WHITE
NW037-TP-SR-L,NW037,3.0,NIGHT WEAR,L,PINK
NW037-TP-SR-M,NW037,7.0,NIGHT WEAR,M,PINK
NW037-TP-SR-S,NW037,10.0,NIGHT WEAR,S,PINK
NW037-TP-SR-XL,NW037,9.0,NIGHT WEAR,XL,PINK
NW037-TP-SR-XS,NW037,10.0,NIGHT WEAR,XS,PINK
NW037-TP-SR-XXL,NW037,9.0,NIGHT WEAR,XXL,PINK
NW037-TP-SR-XXXL,NW037,3.0,NIGHT WEAR,XXXL,PINK
NW038-ST-SR-L,NW038,2.0,NIGHT WEAR,L,BLUE
NW038-ST-SR-M,NW038,2.0,NIGHT WEAR,M,BLUE
NW038-ST-SR-S,NW038,2.0,NIGHT WEAR,S,BLUE
NW038-ST-SR-XL,NW038,15.0,NIGHT WEAR,XL,BLUE
NW038-ST-SR-XS,NW038,3.0,NIGHT WEAR,XS,BLUE
NW038-ST-SR-XXL,NW038,9.0,NIGHT WEAR,XXL,BLUE
NW038-ST-SR-XXXL,NW038,6.0,NIGHT WEAR,XXXL,BLUE
NW039-TP-SR-L,NW039,7.0,NIGHT WEAR,L,YELLOW
NW039-TP-SR-M,NW039,8.0,NIGHT WEAR,M,YELLOW
NW039-TP-SR-S,NW039,4.0,NIGHT WEAR,S,YELLOW
NW039-TP-SR-XL,NW039,6.0,NIGHT WEAR,XL,YELLOW
NW039-TP-SR-XS,NW039,7.0,NIGHT WEAR,XS,YELLOW
NW039-TP-SR-XXL,NW039,9.0,NIGHT WEAR,XXL,YELLOW
NW039-TP-SR-XXXL,NW039,2.0,NIGHT WEAR,XXXL,YELLOW
PJ0096-KR-4XL,PJ0096,70.0,KURTA,4XL,BLUE
PJ0096-KR-5XL,PJ0096,90.0,KURTA,5XL,BLUE
PJ0096-KR-6XL,PJ0096,85.0,KURTA,6XL,BLUE
PJNE1906-KR-4XL,PJNE1906,8.0,KURTA,4XL,BLACK
PJNE1906-KR-5XL,PJNE1906,36.0,KURTA,5XL,BLACK
PJNE1906-KR-6XL,PJNE1906,55.0,KURTA,6XL,BLACK
PJNE2014-KR-4XL,PJNE2014,30.0,KURTA,4XL,MULTICOLOR
PJNE2014-KR-5XL,PJNE2014,57.0,KURTA,5XL,MULTICOLOR
PJNE2014-KR-6XL,PJNE2014,87.0,KURTA,6XL,MULTICOLOR
PJNE2100-KR-4XL,PJNE2100,70.0,KURTA,4XL,TEAL
PJNE2100-KR-5XL,PJNE2100,47.0,KURTA,5XL,TEAL
PJNE2100-KR-6XL,PJNE2100,104.0,KURTA,6XL,TEAL
PJNE2171-KR-4XL,PJNE2171,38.0,KURTA,4XL,WHITE
PJNE2171-KR-5XL,PJNE2171,43.0,KURTA,5XL,WHITE
PJNE2171-KR-6XL,PJNE2171,61.0,KURTA,6XL,WHITE
PJNE2199-KR-4XL,PJNE2199,53.0,KURTA,4XL,PINK
PJNE2199-KR-5XL,PJNE2199,54.0,KURTA,5XL,PINK
PJNE2199-KR-6XL,PJNE2199,11.0,KURTA,6XL,PINK
PJNE2270-KR-4XL,PJNE2270,24.0,KURTA,4XL,BEIGE
PJNE2270-KR-5XL,PJNE2270,6.0,KURTA,5XL,BEIGE
PJNE2270-KR-6XL,PJNE2270,3.0,KURTA,6XL,BEIGE
PJNE3068-KR-4XL,PJNE3068,25.0,KURTA,4XL,BLACK
PJNE3068-KR-5XL,PJNE3068,31.0,KURTA,5XL,BLACK
PJNE3068-KR-6XL,PJNE3068,27.0,KURTA,6XL,BLACK
PJNE3252-KR-4XL,PJNE3252,56.0,KURTA,4XL,PINK
PJNE3252-KR-5XL,PJNE3252,48.0,KURTA,5XL,PINK
PJNE3252-KR-6XL,PJNE3252,94.0,KURTA,6XL,PINK
PJNE3291-KR-4XL,PJNE3291,22.0,KURTA,4XL,GREEN
PJNE3291-KR-5XL,PJNE3291,47.0,KURTA,5XL,GREEN
PJNE3291-KR-6XL,PJNE3291,24.0,KURTA,6XL,GREEN
PJNE3363-KR-4XL,PJNE3363,90.0,KURTA,4XL,DARK BLUE
PJNE3363-KR-5XL,PJNE3363,164.0,KURTA,5XL,DARK BLUE
PJNE3363-KR-6XL,PJNE3363,138.0,KURTA,6XL,DARK BLUE
PJNE3364-KR-4XL,PJNE3364,9.0,KURTA,4XL,GREEN
PJNE3364-KR-5XL,PJNE3364,9.0,KURTA,5XL,GREEN
PJNE3364-KR-6XL,PJNE3364,8.0,KURTA,6XL,GREEN
PJNE3368-KR-4XL,PJNE3368,12.0,KURTA,4XL,LIGHT GREEN
PJNE3368-KR-5XL,PJNE3368,6.0,KURTA,5XL,LIGHT GREEN
PJNE3368-KR-6XL,PJNE3368,34.0,KURTA,6XL,LIGHT GREEN
PJNE3373-KR-4XL,PJNE3373,8.0,KURTA,4XL,BLACK
PJNE3373-KR-5XL,PJNE3373,2.0,KURTA,5XL,BLACK
PJNE3373-KR-6XL,PJNE3373,17.0,KURTA,6XL,BLACK
PJNE3399-KR-4XL,PJNE3399,12.0,KURTA,4XL,TURQUOISE BLUE
PJNE3399-KR-5XL,PJNE3399,19.0,KURTA,5XL,TURQUOISE BLUE
PJNE3399-KR-6XL,PJNE3399,24.0,KURTA,6XL,TURQUOISE BLUE
PJNE3404-KR-4XL,PJNE3404,23.0,KURTA,4XL,MAUVE
PJNE3404-KR-5XL,PJNE3404,2.0,KURTA,5XL,MAUVE
PJNE3404-KR-6XL,PJNE3404,3.0,KURTA,6XL,MAUVE
PJNE3405-KR-4XL,PJNE3405,100.0,KURTA,4XL,PINK
PJNE3405-KR-5XL,PJNE3405,158.0,KURTA,5XL,PINK
PJNE3405-KR-6XL,PJNE3405,149.0,KURTA,6XL,PINK
PJNE3421-KR-4XL,PJNE3421,64.0,KURTA,4XL,GREY
PJNE3421-KR-5XL,PJNE3421,41.0,KURTA,5XL,GREY
PJNE3421-KR-6XL,PJNE3421,14.0,KURTA,6XL,GREY
PJNE3423-KR-4XL,PJNE3423,15.0,KURTA,4XL,BLACK
PJNE3423-KR-5XL,PJNE3423,43.0,KURTA,5XL,BLACK
PJNE3423-KR-6XL,PJNE3423,6.0,KURTA,6XL,BLACK
PJNE3439-KR-4XL,PJNE3439,27.0,KURTA,4XL,NAVY BLUE
PJNE3439-KR-5XL,PJNE3439,14.0,KURTA,5XL,NAVY BLUE
PJNE3439-KR-6XL,PJNE3439,19.0,KURTA,6XL,NAVY BLUE
PJNE3440-KR-4XL,PJNE3440,47.0,KURTA,4XL,WHITE
PJNE3440-KR-5XL,PJNE3440,21.0,KURTA,5XL,WHITE
PJNE3440-KR-6XL,PJNE3440,4.0,KURTA,6XL,WHITE
PJNE3445-KR-4XL,PJNE3445,41.0,KURTA,4XL,WHITE
PJNE3445-KR-5XL,PJNE3445,14.0,KURTA,5XL,WHITE
PJNE3445-KR-6XL,PJNE3445,10.0,KURTA,6XL,WHITE
PJNE3567-KR-4XL,PJNE3567,42.0,KURTA,4XL,BLUE
PJNE3567-KR-5XL,PJNE3567,32.0,KURTA,5XL,BLUE
PJNE3567-KR-6XL,PJNE3567,46.0,KURTA,6XL,BLUE
PJNE3568-KR-4XL,PJNE3568,3.0,KURTA,4XL,YELLOW
PJNE3568-KR-5XL,PJNE3568,7.0,KURTA,5XL,YELLOW
PJNE3568-KR-6XL,PJNE3568,4.0,KURTA,6XL,YELLOW
PJNE3607-KR-4XL,PJNE3607,7.0,KURTA,4XL,MAROON
PJNE3607-KR-5XL,PJNE3607,2.0,KURTA,5XL,MAROON
PJNE3607-KR-6XL,PJNE3607,21.0,KURTA,6XL,MAROON
PSET043-KR-NP-4XL,PSET043,2.0,SET,4XL,TEAL
PSET043-KR-NP-5XL,PSET043,0.0,SET,5XL,TEAL
PSET043-KR-NP-6XL,PSET043,0.0,SET,6XL,TEAL
PSET058-KR-NP-4XL,PSET058,2.0,SET,4XL,TEAL
PSET058-KR-NP-5XL,PSET058,2.0,SET,5XL,TEAL
PSET058-KR-NP-6XL,PSET058,0.0,SET,6XL,TEAL
PSET264-KR-NP-4XL,PSET264,30.0,SET,4XL,GOLD
PSET264-KR-NP-5XL,PSET264,39.0,SET,5XL,GOLD
PSET264-KR-NP-6XL,PSET264,24.0,SET,6XL,GOLD
,PSET264,0.0,SET,XXXL,GOLD
PSET268-KR-NP-4XL,PSET268,45.0,SET,4XL,OFF WHITE
PSET268-KR-NP-5XL,PSET268,26.0,SET,5XL,OFF WHITE
PSET268-KR-NP-6XL,PSET268,37.0,SET,6XL,OFF WHITE
SAR023,SAR023,5.0,SAREE,FREE,GREEN
SAR024,SAR024,4.0,SAREE,FREE,GOLD
SAR025,SAR025,1.0,SAREE,FREE,BROWN
SAR026,SAR026,4.0,SAREE,FREE,PEACH
SAR027,SAR027,3.0,SAREE,FREE,MAUVE
SAR028,SAR028,19.0,SAREE,FREE,GREY
SAR029,SAR029,3.0,SAREE,FREE,BROWN
SAR030,SAR030,10.0,SAREE,FREE,BEIGE
SAR031,SAR031,0.0,SAREE,FREE,GREEN
SAR032,SAR032,2.0,SAREE,FREE,MAUVE
SAR033,SAR033,8.0,SAREE,FREE,SEA GREEN
SAR034,SAR034,0.0,SAREE,FREE,PEACH
SAR035,SAR035,3.0,SAREE,FREE,PINK
SAR036,SAR036,8.0,SAREE,FREE,BROWN
SAR037,SAR037,3.0,SAREE,FREE,MAUVE
SAR038,SAR038,4.0,SAREE,FREE,GREEN
SAR039,SAR039,2.0,SAREE,FREE,GREY
SAR040,SAR040,3.0,SAREE,FREE,BROWN
SAR041,SAR041,6.0,SAREE,FREE,BLACK
SAR042,SAR042,2.0,SAREE,FREE,CREAM
SAR043,SAR043,29.0,SAREE,FREE,GREY
SAR044,SAR044,83.0,SAREE,FREE,PINK
SAR045,SAR045,19.0,SAREE,FREE,MUSTARD
SAR046,SAR046,93.0,SAREE,FREE,GREEN
SAR047,SAR047,32.0,SAREE,FREE,MUSTARD
SAR048,SAR048,30.0,SAREE,FREE,GREY
SAR049,SAR049,79.0,SAREE,FREE,TEAL
SAR050,SAR050,1.0,SAREE,FREE,MAROON
SAR051,SAR051,46.0,SAREE,FREE,BLACK
SAR052,SAR052,33.0,SAREE,FREE,GREEN
SAR053,SAR053,37.0,SAREE,FREE,PINK
SAR054,SAR054,42.0,SAREE,FREE,RED
SAR055,SAR055,2.0,SAREE,FREE,MAROON
SAR056,SAR056,2.0,SAREE,FREE,BEIGE
SAR057,SAR057,2.0,SAREE,FREE,GREEN
SAR058,SAR058,2.0,SAREE,FREE,BLACK
SAR059,SAR059,26.0,SAREE,FREE,BROWN
SAR060,SAR060,40.0,SAREE,FREE,GREEN
SAR061,SAR061,25.0,SAREE,FREE,RED
SAR062,SAR062,18.0,SAREE,FREE,BLACK
SAR063,SAR063,0.0,SAREE,FREE,MAROON
SAR064,SAR064,2.0,SAREE,FREE,GREY
SAR065,SAR065,0.0,SAREE,FREE,PURPLE
SAR066,SAR066,0.0,SAREE,FREE,TEAL
SAR067,SAR067,0.0,SAREE,FREE,GREEN
SAR068,SAR068,5.0,SAREE,FREE,BROWN
SAR069,SAR069,20.0,SAREE,FREE,PINK
SAR070,SAR070,30.0,SAREE,FREE,BLUE
SAR071,SAR071,6.0,SAREE,FREE,GREEN
SAR072,SAR072,2.0,SAREE,FREE,BLACK
SAR073,SAR073,2.0,SAREE,FREE,GREEN
SAR074,SAR074,5.0,SAREE,FREE,BROWN
SAR075,SAR075,6.0,SAREE,FREE,BLACK
SAR076,SAR076,3.0,SAREE,FREE,RED
SAR079,SAR079,0.0,SAREE,FREE,RED
SAR081,SAR081,0.0,SAREE,FREE,RED
SAR088,SAR088,0.0,SAREE,FREE,BEIGE
SAR090,SAR090,19.0,SAREE,FREE,BLUE
SAR091,SAR091,50.0,SAREE,FREE,GREEN
SAR092,SAR092,14.0,SAREE,FREE,BLUE
SAR093,SAR093,4.0,SAREE,FREE,RED
SAR094,SAR094,9.0,SAREE,FREE,RED
SAR095,SAR095,46.0,SAREE,FREE,BLUE
SAR096,SAR096,47.0,SAREE,FREE,MAROON
SAR097,SAR097,52.0,SAREE,FREE,PINK
SAR098,SAR098,5.0,SAREE,FREE,BLUE
SAR099,SAR099,5.0,SAREE,FREE,GREY
SAR100,SAR100,46.0,SAREE,FREE,PINK
SAR101,SAR101,3.0,SAREE,FREE,BLACK
SAR102,SAR102,4.0,SAREE,FREE,ORANGE
SAR103,SAR103,10.0,SAREE,FREE,MAROON
SAR104,SAR104,7.0,SAREE,FREE,BLUE
SAR105,SAR105,7.0,SAREE,FREE,PINK
SAR107,SAR107,4.0,SAREE,FREE,GREEN
SAR108,SAR108,5.0,SAREE,FREE,PINK
SAR109,SAR109,7.0,SAREE,FREE,BLUE
SAR110,SAR110,7.0,SAREE,FREE,GREEN
SAR111,SAR111,19.0,SAREE,FREE,GREEN
SAR112,SAR112,25.0,SAREE,FREE,BEIGE
SAR113,SAR113,10.0,SAREE,FREE,YELLOW
SAR114,SAR114,13.0,SAREE,FREE,GREY
SAR116,SAR116,1.0,SAREE,FREE,TEAL
SAR130,SAR130,62.0,SAREE,FREE,PINK
SAR131,SAR131,6.0,SAREE,FREE,RED
SAR132,SAR132,0.0,SAREE,FREE,PINK
SAR133,SAR133,4.0,SAREE,FREE,PINK
SAR134,SAR134,14.0,SAREE,FREE,YELLOW
SAR135,SAR135,7.0,SAREE,FREE,GREEN
SAR136,SAR136,6.0,SAREE,FREE,NAVY BLUE
SAR137,SAR137,6.0,SAREE,FREE,PURPLE
SAR138,SAR138,1.0,SAREE,FREE,MULTICOLOR
SAR139,SAR139,2.0,SAREE,FREE,BLACK
SAR140,SAR140,2.0,SAREE,FREE,BLUE
SAR141,SAR141,6.0,SAREE,FREE,PURPLE
SAR142,SAR142,3.0,SAREE,FREE,MULTICOLOR
SAR143,SAR143,6.0,SAREE,FREE,BEIGE
SAR144,SAR144,32.0,SAREE,FREE,BEIGE
SAR145,SAR145,32.0,SAREE,FREE,PINK
SAR146,SAR146,30.0,SAREE,FREE,GREEN
SAR147,SAR147,25.0,SAREE,FREE,RUST
SAR148,SAR148,28.0,SAREE,FREE,TURQUOISE BLUE
SAR149,SAR149,31.0,SAREE,FREE,TEAL
SAR150,SAR150,20.0,SAREE,FREE,SEA GREEN
SAR151,SAR151,32.0,SAREE,FREE,GREEN
SAR152,SAR152,16.0,SAREE,FREE,PINK
SAR153,SAR153,28.0,SAREE,FREE,BLUE
SAR154,SAR154,23.0,SAREE,FREE,PEACH
SAR155,SAR155,30.0,SAREE,FREE,ORANGE
SAR156,SAR156,25.0,SAREE,FREE,YELLOW
SAR157,SAR157,32.0,SAREE,FREE,MULTICOLOR
SAR158,SAR158,34.0,SAREE,FREE,PEACH
SAR159,SAR159,31.0,SAREE,FREE,MULTICOLOR
SAR160,SAR160,40.0,SAREE,FREE,BLACK
SAR161,SAR161,52.0,SAREE,FREE,PURPLE
SAR162,SAR162,33.0,SAREE,FREE,BROWN
SAR163,SAR163,25.0,SAREE,FREE,GREEN
SAR164,SAR164,10.0,SAREE,FREE,TEAL
SAR165,SAR165,21.0,SAREE,FREE,YELLOW
SAR166,SAR166,16.0,SAREE,FREE,YELLOW
SAR167,SAR167,0.0,SAREE,FREE,PEACH
SAR168,SAR168,16.0,SAREE,FREE,NO REFERENCE
SAR169,SAR169,45.0,SAREE,FREE,PEACH
SAR170,SAR170,35.0,SAREE,FREE,MAUVE
SAR171,SAR171,37.0,SAREE,FREE,MULTICOLOR
SAR172,SAR172,44.0,SAREE,FREE,PINK
SAR173,SAR173,8.0,SAREE,FREE,ORANGE
SAR174,SAR174,7.0,SAREE,FREE,GREEN
SAR175,SAR175,50.0,SAREE,FREE,TEAL
SAR176,SAR176,14.0,SAREE,FREE,MAROON
SAR177,SAR177,55.0,SAREE,FREE,PEACH
SAR178,SAR178,3.0,SAREE,FREE,PINK
SAR179,SAR179,10.0,SAREE,FREE,TEAL
